list-none-none,1,10,1,30,125236,4174,0
list-none-none,1,100,1,300,164196,547,0
list-none-none,1,1000,1,3000,3723248,1241,0
list-none-none,1,10000,1,30000,672540022,22418,0
list-none-none,1,20000,1,60000,3653234394,60887,0
list-none-none,2,100,1,600,608888,1014,0
list-i-none,2,2,1,12,119082,9923,0
list-i-none,4,2,1,24,142721,5946,0
list-i-none,8,2,1,48,261163,5440,0
list-i-none,12,2,1,72,399356,5546,0
list-i-none,4,4,1,48,136868,2851,0
list-i-none,8,4,1,96,277278,2888,0
list-i-none,12,4,1,144,351021,2437,0
list-i-none,2,8,1,48,134178,2795,0
list-i-none,2,32,1,192,233154,1214,0
list-d-none,2,2,1,12,120625,10052,0
list-d-none,4,2,1,24,147613,6150,0
list-d-none,8,2,1,48,280039,5834,0
list-d-none,12,2,1,72,362489,5034,0
list-d-none,4,4,1,48,139174,2899,0
list-d-none,8,4,1,96,275333,2868,0
list-d-none,12,4,1,144,346445,2405,0
list-d-none,2,8,1,48,120554,2511,0
list-d-none,4,8,1,96,151043,1573,0
list-d-none,2,16,1,96,147062,1531,0
list-d-none,4,32,1,384,292149,760,0
list-il-none,2,2,1,12,92912,7742,0
list-il-none,8,2,1,48,276158,5753,0
list-il-none,12,2,1,72,336573,4674,0
list-il-none,2,4,1,24,125063,5210,0
list-il-none,12,4,1,144,384792,2672,0
list-il-none,4,8,1,96,166318,1732,0
list-il-none,2,16,1,96,260694,2715,0
list-il-none,8,16,1,384,663184,1727,0
list-il-none,2,32,1,192,539367,2809,0
list-dl-none,2,2,1,12,103419,8618,0
list-dl-none,4,2,1,24,149919,6246,0
list-dl-none,8,2,1,48,264885,5518,0
list-dl-none,2,4,1,24,103320,4305,0
list-dl-none,8,4,1,96,268461,2796,0
list-dl-none,2,8,1,48,158317,3298,0
list-dl-none,4,8,1,96,172277,1794,0
list-dl-none,2,16,1,96,212533,2213,0
list-dl-none,2,32,1,192,576134,3000,0
list-i-m,12,32,1,1152,652927,566,5804
list-d-m,12,32,1,1152,629515,546,5497
list-il-m,12,32,1,1152,2925497,2539,40286
list-dl-m,12,32,1,1152,2930965,2544,41183
list-i-s,12,32,1,1152,773736,671,6711
list-d-s,12,32,1,1152,740145,642,6721
list-il-s,12,32,1,1152,3395662,2947,48832
list-dl-s,12,32,1,1152,3349642,2907,44480
list-none-none,1,1000,1,3000,3718150,1239,0
list-none-m,1,1000,1,3000,3769757,1256,1
list-none-m,2,1000,1,6000,8558490,1426,2099
list-none-m,4,1000,1,12000,19283160,1606,7208
list-none-m,8,1000,1,24000,41254892,1718,18053
list-none-m,12,1000,1,36000,66709686,1853,30508
list-none-m,16,1000,1,48000,97208359,2025,44776
list-none-m,24,1000,1,72000,142551920,1979,68366
list-none-s,1,1000,1,3000,3766226,1255,0
list-none-s,2,1000,1,6000,8493522,1415,2071
list-none-s,4,1000,1,12000,29399444,2449,13314
list-none-s,8,1000,1,24000,78396053,3266,40516
list-none-s,12,1000,1,36000,138954797,3859,72314
list-none-s,16,1000,1,48000,216151872,4503,121495
list-none-s,24,1000,1,72000,365530389,5076,200170
list-id-none,1,1,4,3,123530,41176,0
list-id-none,12,1,4,36,388586,10794,0
list-id-none,16,1,4,48,513662,10701,0
list-id-none,1,2,4,6,90193,15032,0
list-id-none,12,2,4,72,343772,4774,0
list-id-none,1,4,4,12,93471,7789,0
list-id-none,4,4,4,48,160415,3341,0
list-id-none,8,4,4,96,245117,2553,0
list-id-none,1,8,4,24,182234,7593,0
list-id-none,1,16,4,48,115953,2415,0
list-id-none,4,16,4,192,166681,868,0
list-id-m,1,10,4,30,115805,3860,169
list-id-m,4,10,4,120,221597,1846,4199
list-id-m,8,10,4,240,327648,1365,3355
list-id-m,12,10,4,360,452049,1255,5846
list-id-m,16,10,4,480,549652,1145,8889
list-id-m,1,20,4,60,151425,2523,81
list-id-m,4,20,4,240,261005,1087,2579
list-id-m,8,20,4,480,471195,981,6711
list-id-m,12,20,4,720,586839,815,7328
list-id-m,16,20,4,960,812964,846,10835
list-id-m,1,40,4,120,151572,1263,39
list-id-m,4,40,4,480,387690,807,2439
list-id-m,8,40,4,960,737840,768,5738
list-id-m,12,40,4,1440,1092233,758,8768
list-id-m,16,40,4,1920,1427789,743,13089
list-id-m,1,80,4,240,237728,990,17
list-id-m,4,80,4,960,669066,696,2570
list-id-m,8,80,4,1920,1234936,643,6096
list-id-m,12,80,4,2880,1761525,611,9232
list-id-m,16,80,4,3840,2424123,631,12303
list-id-s,1,10,4,30,139412,4647,25
list-id-s,4,10,4,120,188802,1573,1428
list-id-s,8,10,4,240,336918,1403,4164
list-id-s,12,10,4,360,415531,1154,2574
list-id-s,16,10,4,480,520035,1083,2893
list-id-s,1,20,4,60,152237,2537,12
list-id-s,4,20,4,240,268796,1119,2402
list-id-s,8,20,4,480,489175,1019,5628
list-id-s,12,20,4,720,694019,963,9056
list-id-s,16,20,4,960,936693,975,12504
list-id-s,1,40,4,120,147939,1232,6
list-id-s,4,40,4,480,404994,843,2534
list-id-s,8,40,4,960,801042,834,6101
list-id-s,12,40,4,1440,1253471,870,11105
list-id-s,16,40,4,1920,1700391,885,15603
list-id-s,1,80,4,240,241982,1008,2
list-id-s,4,80,4,960,695807,724,2900
list-id-s,8,80,4,1920,1415831,737,7061
list-id-s,12,80,4,2880,2216440,769,12047
list-id-s,16,80,4,3840,3059130,796,16859
list-none-m,1,1000,4,3000,1178989,392,1
list-none-m,1,1000,8,3000,720120,240,1
list-none-m,1,1000,16,3000,511806,170,1
list-none-m,2,1000,1,6000,8543690,1423,2088
list-none-m,2,1000,4,6000,2443209,407,595
list-none-m,2,1000,8,6000,1477119,246,353
list-none-m,2,1000,16,6000,1027929,171,240
list-none-m,4,1000,1,12000,18315912,1526,6814
list-none-m,4,1000,4,12000,5089374,424,1855
list-none-m,4,1000,8,12000,3059805,254,1111
list-none-m,4,1000,16,12000,2105220,175,752
list-none-m,8,1000,1,24000,41958437,1748,18376
list-none-m,8,1000,4,24000,11639226,484,5035
list-none-m,8,1000,8,24000,6930764,288,3060
list-none-m,8,1000,16,24000,4580721,190,2016
list-none-m,12,1000,1,36000,65981200,1832,30298
list-none-m,12,1000,4,36000,17939698,498,8265
list-none-m,12,1000,8,36000,10837150,301,4955
list-none-m,12,1000,16,36000,7220888,200,3332
list-none-s,1,1000,1,3000,3730117,1243,0
list-none-s,1,1000,4,3000,1172598,390,0
list-none-s,1,1000,8,3000,717498,239,0
list-none-s,1,1000,16,3000,509089,169,0
list-none-s,2,1000,1,6000,8458167,1409,2068
list-none-s,2,1000,4,6000,2402951,400,572
list-none-s,2,1000,8,6000,1448685,241,332
list-none-s,2,1000,16,6000,980018,163,214
list-none-s,4,1000,1,12000,24853104,2071,11126
list-none-s,4,1000,4,12000,7398011,616,3336
list-none-s,4,1000,8,12000,4030828,335,1798
list-none-s,4,1000,16,12000,2770606,230,1209
list-none-s,8,1000,1,24000,75995108,3166,38940
list-none-s,8,1000,4,24000,21052015,877,10878
list-none-s,8,1000,8,24000,12157843,506,6249
list-none-s,8,1000,16,24000,7584715,316,3823
list-none-s,12,1000,1,36000,133440255,3706,69977
list-none-s,12,1000,4,36000,35355576,982,18647
list-none-s,12,1000,8,36000,20076907,557,10626
list-none-s,12,1000,16,36000,14603455,405,7589
list-none-none,1,10,1,30,124829,4160,0
list-none-none,1,100,1,300,164642,548,0
list-none-none,1,1000,1,3000,3707609,1235,0
list-none-none,1,10000,1,30000,689547905,22984,0
list-none-none,1,20000,1,60000,3673357351,61222,0
list-none-none,2,10,1,60,123044,2050,0
list-none-none,2,100,1,600,635567,1059,0
list-none-none,2,1000,1,6000,28841070,4806,0
list-none-none,4,10,1,120,143540,1196,0
list-i-none,8,2,1,48,300626,6263,0
list-i-none,12,4,1,144,335496,2329,0
list-i-none,2,8,1,48,122115,2544,0
list-i-none,4,8,1,96,168319,1753,0
list-i-none,2,16,1,96,155615,1620,0
list-i-none,2,32,1,192,196322,1022,0
list-i-none,4,32,1,384,298438,777,0
list-d-none,2,2,1,12,115448,9620,0
list-d-none,4,2,1,24,138902,5787,0
list-d-none,8,2,1,48,274955,5728,0
list-d-none,2,4,1,24,87160,3631,0
list-d-none,8,4,1,96,256091,2667,0
list-d-none,2,8,1,48,134852,2809,0
list-d-none,4,8,1,96,148815,1550,0
list-d-none,8,8,1,192,275894,1436,0
list-d-none,12,8,1,288,365325,1268,0
list-d-none,4,16,1,192,198286,1032,0
list-il-none,2,2,1,12,118799,9899,0
list-il-none,4,2,1,24,139185,5799,0
list-il-none,12,2,1,72,327010,4541,0
list-il-none,2,4,1,24,131047,5460,0
