add-none,2,100,400,671529,1678,0
add-none,4,100,800,742999,928,0
add-none,8,100,1600,563822,352,0
add-none,12,100,2400,1796832,748,0
add-none,2,1000,4000,543407,135,0
add-none,4,1000,8000,660605,82,0
add-none,8,1000,16000,1274704,79,0
add-none,12,1000,24000,622976,25,-194
add-none,2,10000,40000,622131,15,-5747
add-none,4,10000,80000,1401656,17,-7706
add-none,8,10000,160000,2591009,16,-304
add-none,12,10000,240000,4077280,16,-6800
add-none,2,100000,400000,5350615,13,-86522
add-none,4,100000,800000,12694118,15,-74869
add-none,8,100000,1600000,24157904,15,-56238
add-none,12,100000,2400000,38407603,16,-51121
add-yield-none,2,100,400,1637078,4092,0
add-yield-none,4,100,800,1957657,2447,62
add-yield-none,8,100,1600,2646122,1653,63
add-yield-none,12,100,2400,3305217,1377,194
add-yield-none,2,1000,4000,12160335,3040,18
add-yield-none,4,1000,8000,12160884,1520,58
add-yield-none,8,1000,16000,13851816,865,135
add-yield-none,12,1000,24000,20271152,844,843
add-yield-none,2,10000,40000,115049540,2876,19
add-yield-none,4,10000,80000,115914239,1448,56
add-yield-none,8,10000,160000,117096131,731,-2814
add-yield-none,12,10000,240000,188178349,784,1254
add-yield-none,2,100000,400000,293646583,734,-61610
add-yield-none,4,100000,800000,517154313,646,-30559
add-yield-none,8,100000,1600000,468050311,292,-37658
add-yield-none,12,100000,2400000,782602661,326,6729
add-yield-m,2,100000,400000,428872028,1072,0
add-yield-m,4,100000,800000,3599915789,4499,0
add-yield-m,8,100000,1600000,10283807021,6427,0
add-yield-m,12,100000,2400000,7213298830,3005,0
add-yield-c,2,100000,400000,265059445,662,0
add-yield-c,4,100000,800000,596386001,745,0
add-yield-c,8,100000,1600000,1270315874,793,0
add-yield-c,12,100000,2400000,2090761775,871,0
add-yield-s,2,1000,4000,3055903,763,0
add-yield-s,4,1000,8000,8815015,1101,0
add-yield-s,8,1000,16000,19550188,1221,0
add-yield-s,12,1000,24000,33198388,1383,0
add-m,1,100000,200000,6194265,30,0
add-m,2,100000,400000,37823119,94,0
add-m,4,100000,800000,142051077,177,0
add-m,8,100000,1600000,339138868,211,0
add-m,12,100000,2400000,514030257,214,0
add-c,1,100000,200000,4172366,20,0
add-c,2,100000,400000,17084992,42,0
add-c,4,100000,800000,60441726,75,0
add-c,8,100000,1600000,134613052,84,0
add-c,12,100000,2400000,217131627,90,0
add-s,1,100000,200000,2954579,14,0
add-s,2,100000,400000,16735163,41,0
add-s,4,100000,800000,195678568,244,0
add-s,8,100000,1600000,584046124,365,0
add-s,12,100000,2400000,1234316536,514,0
add-none,1,100000,200000,1506666,7,0
add-none,2,100000,400000,4447529,11,-49173
add-none,4,100000,800000,8810386,11,-29343
add-none,8,100000,1600000,18366723,11,-46865
add-none,12,100000,2400000,28826086,12,-18816
add-none,1,100,200,200367,1001,0
add-none,1,1000,2000,190362,95,0
add-none,1,10000,20000,265750,13,0
add-none,2,100,400,11959794,29899,0
add-none,4,100,800,318456,398,0
add-none,8,100,1600,19293992,12058,0
add-none,12,100,2400,1168179,486,0
add-none,2,1000,4000,266933,66,0
add-none,4,1000,8000,1883473,235,0
add-none,8,1000,16000,744207,46,0
add-none,12,1000,24000,2453116,102,0
add-none,2,10000,40000,678790,16,0
add-none,4,10000,80000,11762889,147,0
add-none,8,10000,160000,15977875,99,0
add-none,12,10000,240000,4774028,19,6339
add-none,2,100000,400000,6823722,17,-1026
add-none,4,100000,800000,15944062,19,-25529
add-none,8,100000,1600000,31290722,19,-25152
add-none,12,100000,2400000,41682092,17,-215326
add-yield-none,2,100,400,923896,2309,0
add-yield-none,4,100,800,808077,1010,45
add-yield-none,8,100,1600,1547352,967,19
add-yield-none,12,100,2400,3577543,1490,52
add-yield-none,2,1000,4000,19166811,4791,0
add-yield-none,4,1000,8000,7440195,930,193
add-yield-none,8,1000,16000,25379600,1586,-266
add-yield-none,12,1000,24000,12831128,534,19
add-yield-none,2,10000,40000,31747586,793,-6256
add-yield-none,4,10000,80000,48452996,605,-805
add-yield-none,8,10000,160000,54705941,341,6944
add-yield-none,12,10000,240000,65202157,271,-8272
add-yield-none,2,100000,400000,184315913,460,-10414
add-yield-none,4,100000,800000,194151283,242,-18101
add-yield-none,8,100000,1600000,219054704,136,-26549
add-yield-none,12,100000,2400000,302065258,125,-97702
add-yield-m,2,100000,400000,541097429,1352,0
add-yield-m,4,100000,800000,1262146123,1577,0
add-yield-m,8,100000,1600000,4795315405,2997,0
add-yield-m,12,100000,2400000,4146986472,1727,0
add-yield-c,2,100000,400000,290268775,725,0
add-yield-c,4,100000,800000,597763751,747,0
add-yield-c,8,100000,1600000,1233195444,770,0
add-yield-c,12,100000,2400000,1897371281,790,0
