list-d-none,4,2,1,24,560358,23348
list-d-none,8,2,1,48,1412035,29417
list-d-none,12,2,1,72,2038652,28314
list-d-none,2,4,1,24,22800782,950032
list-d-none,4,4,1,48,428603,8929
list-d-none,8,4,1,96,442713,4611
list-d-none,12,4,1,144,629110,4368
list-d-none,2,8,1,48,222672,4639
list-d-none,4,8,1,96,202663,2111
list-d-none,2,16,1,96,488146,5084
list-d-none,4,16,1,192,596970,3109
list-d-none,8,16,1,384,1188419,3094
list-d-none,12,16,1,576,1997392,3467
list-d-none,4,32,1,384,649544,1691
list-d-none,12,32,1,1152,10161628,8820
list-il-none,2,2,1,12,322369,26864
list-il-none,4,2,1,24,572330,23847
list-il-none,8,2,1,48,1310894,27310
list-il-none,12,2,1,72,1769412,24575
list-il-none,2,4,1,24,416552,17356
list-il-none,4,4,1,48,508073,10584
list-il-none,8,4,1,96,1398411,14566
list-il-none,2,8,1,48,620050,12917
list-il-none,4,8,1,96,939575,9787
list-il-none,2,16,1,96,1311567,13662
list-il-none,4,16,1,192,2334237,12157
list-il-none,8,16,1,384,5123673,13342
list-il-none,12,16,1,576,8538218,14823
list-il-none,2,32,1,192,3851808,20061
list-il-none,4,32,1,384,6601908,17192
list-il-none,8,32,1,768,19767896,25739
list-dl-none,2,2,1,12,310832,25902
list-dl-none,4,2,1,24,622069,25919
list-dl-none,8,2,1,48,1176890,24518
list-dl-none,12,2,1,72,1734991,24097
list-dl-none,2,4,1,24,2308678,96194
list-dl-none,4,4,1,48,640791,13349
list-dl-none,8,4,1,96,3230269,33648
list-dl-none,12,4,1,144,1900135,13195
list-dl-none,2,8,1,48,571084,11897
list-dl-none,4,8,1,96,968716,10090
list-dl-none,12,8,1,288,2530807,8787
list-dl-none,2,16,1,96,1088001,11333
list-dl-none,4,16,1,192,2071439,10788
list-dl-none,8,16,1,384,4486106,11682
list-dl-none,12,16,1,576,6949412,12064
list-dl-none,2,32,1,192,3413875,17780
list-dl-none,4,32,1,384,12154188,31651
list-dl-none,8,32,1,768,11764482,15318
list-dl-none,12,32,1,1152,28886262,25074
list-i-m,12,32,1,1152,12691554,11016
list-d-m,12,32,1,1152,9292674,8066
list-il-m,12,32,1,1152,198597757,172393
list-dl-m,12,32,1,1152,126773922,110046
list-i-s,12,32,1,1152,31075916,26975
list-d-s,12,32,1,1152,5697506,4945
list-il-s,12,32,1,1152,657415857,570673
list-dl-s,12,32,1,1152,190407011,165283
list-none-none,1,1000,1,3000,5140228,1713
list-none-m,1,1000,1,3000,8378885,2792
list-none-m,2,1000,1,6000,44915360,7485
list-none-m,4,1000,1,12000,168508578,14042
list-none-m,8,1000,1,24000,566286310,23595
list-none-m,12,1000,1,36000,1511048061,41973
list-none-m,16,1000,1,48000,2223632357,46325
list-none-m,24,1000,1,72000,5710584639,79313
list-none-s,1,1000,1,3000,5048765,1682
list-none-s,2,1000,1,6000,15178635,2529
list-none-s,4,1000,1,12000,58434386,4869
list-none-s,8,1000,1,24000,508847050,21201
list-none-s,12,1000,1,36000,1840983320,51138
list-none-s,16,1000,1,48000,13587488247,283072
list-none-s,24,1000,1,72000,41888188910,581780
list-none-none,1,10,1,30,93995,3133
list-none-none,1,100,1,300,137444,458
list-none-none,1,1000,1,3000,3751740,1250
list-none-none,1,10000,1,30000,674973318,22499
list-none-none,1,20000,1,60000,3888460160,64807
list-none-none,2,10,1,60,127569,2126
list-none-none,2,100,1,600,222808,371
list-none-none,4,10,1,120,138625,1155
list-none-none,4,1000,1,12000,41616452,3468
list-none-none,12,10,1,360,326594,907
list-i-none,4,2,1,24,134712,5613
list-i-none,8,2,1,48,261046,5438
list-i-none,12,2,1,72,371971,5166
list-i-none,2,4,1,24,72541,3022
list-i-none,8,4,1,96,270786,2820
list-i-none,8,8,1,192,256685,1336
list-i-none,4,16,1,192,377729,1967
list-d-none,2,2,1,12,115496,9624
list-d-none,4,2,1,24,141435,5893
list-d-none,8,2,1,48,293547,6115
list-d-none,12,2,1,72,416923,5790
list-d-none,2,4,1,24,119325,4971
list-d-none,4,4,1,48,148530,3094
list-d-none,8,4,1,96,300131,3126
list-d-none,2,8,1,48,134496,2802
list-d-none,4,8,1,96,150932,1572
list-d-none,2,16,1,96,167683,1746
list-d-none,4,16,1,192,198411,1033
list-d-none,2,32,1,192,236701,1232
list-d-none,4,32,1,384,406147,1057
list-il-none,2,2,1,12,115349,9612
list-il-none,4,2,1,24,125740,5239
list-il-none,8,2,1,48,272173,5670
list-il-none,12,2,1,72,408069,5667
list-il-none,2,4,1,24,149256,6219
list-il-none,4,4,1,48,179505,3739
list-il-none,12,4,1,144,428273,2974
list-il-none,2,8,1,48,234062,4876
list-il-none,4,8,1,96,422218,4398
list-il-none,2,16,1,96,205881,2144
list-il-none,4,16,1,192,1264140,6584
list-il-none,8,16,1,384,2118307,5516
list-il-none,2,32,1,192,1303244,6787
list-il-none,4,32,1,384,4640795,12085
list-il-none,8,32,1,768,9792923,12751
list-il-none,12,32,1,1152,15366458,13338
list-dl-none,2,2,1,12,224407,18700
list-dl-none,4,2,1,24,460202,19175
list-dl-none,8,2,1,48,1124075,23418
list-dl-none,12,2,1,72,388658,5398
list-dl-none,2,4,1,24,93054,3877
list-dl-none,4,4,1,48,211793,4412
list-dl-none,8,4,1,96,273809,2852
list-dl-none,12,4,1,144,377088,2618
list-dl-none,2,8,1,48,405231,8442
list-dl-none,4,8,1,96,476661,4965
list-dl-none,8,8,1,192,1141785,5946
list-dl-none,12,8,1,288,1687987,5861
list-dl-none,2,16,1,96,920026,9583
list-dl-none,4,16,1,192,1365993,7114
list-dl-none,8,16,1,384,2757187,7180
list-dl-none,12,16,1,576,3828655,6646
list-dl-none,2,32,1,192,1661236,8652
list-dl-none,4,32,1,384,4835427,12592
list-dl-none,8,32,1,768,9683659,12608
list-dl-none,12,32,1,1152,10577817,9182
list-i-m,12,32,1,1152,7448908,6466
list-d-m,12,32,1,1152,7067138,6134
list-il-m,12,32,1,1152,25152134,21833
list-dl-m,12,32,1,1152,16370073,14210
list-i-s,12,32,1,1152,2513372,2181
list-d-s,12,32,1,1152,2171794,1885
list-il-s,12,32,1,1152,40257134,34945
list-dl-s,12,32,1,1152,36446510,31637
list-none-none,1,1000,1,3000,3750679,1250
list-none-m,1,1000,1,3000,3751213,1250
list-none-m,2,1000,1,6000,13038435,2173
list-none-m,4,1000,1,12000,90115219,7509
list-none-m,8,1000,1,24000,456968668,19040
list-none-m,12,1000,1,36000,879990163,24444
list-none-m,16,1000,1,48000,1574596648,32804
list-none-m,24,1000,1,72000,5162701665,71704
list-none-s,1,1000,1,3000,6364071,2121
list-none-s,2,1000,1,6000,13383087,2230
list-none-s,4,1000,1,12000,151537014,12628
list-none-s,8,1000,1,24000,661394409,27558
list-none-s,12,1000,1,36000,2027075430,56307
list-none-s,16,1000,1,48000,10392247960,216505
list-none-s,24,1000,1,72000,30914546561,429368
list-none-none,1,10,1,30,153589,5119
list-none-none,1,100,1,300,184587,615
list-none-none,1,1000,1,3000,3501728,1167
list-none-none,1,10000,1,30000,614631141,20487
list-none-none,1,20000,1,60000,3367989319,56133
list-none-none,4,1000,1,12000,68903402,5741
list-none-none,8,10,1,240,235739,982
list-i-none,2,2,1,12,143473,11956
list-i-none,4,2,1,24,185369,7723
list-i-none,2,4,1,24,106373,4432
list-i-none,2,8,1,48,149567,3115
list-i-none,2,16,1,96,113292,1180
list-i-none,2,32,1,192,235086,1224
list-d-none,2,2,1,12,132603,11050
list-d-none,8,2,1,48,314464,6551
list-d-none,12,2,1,72,435899,6054
list-d-none,2,4,1,24,137191,5716
list-d-none,2,8,1,48,140663,2930
list-d-none,4,8,1,96,184763,1924
list-d-none,2,16,1,96,152355,1587
list-d-none,2,32,1,192,237249,1235
list-il-none,2,2,1,12,144862,12071
list-il-none,8,2,1,48,282719,5889
list-il-none,2,4,1,24,153140,6380
list-il-none,8,4,1,96,304326,3170
list-il-none,12,4,1,144,394617,2740
list-il-none,4,8,1,96,226814,2362
list-il-none,8,8,1,192,339301,1767
list-il-none,4,16,1,192,387180,2016
list-il-none,12,16,1,576,1045672,1815
list-il-none,2,32,1,192,599633,3123
list-il-none,4,32,1,384,1112271,2896
list-dl-none,2,2,1,12,147484,12290
list-dl-none,4,2,1,24,180251,7510
list-dl-none,8,2,1,48,278926,5810
list-dl-none,12,2,1,72,402255,5586
list-dl-none,2,4,1,24,151544,6314
list-dl-none,8,4,1,96,280239,2919
list-dl-none,12,4,1,144,371489,2579
list-dl-none,2,8,1,48,164587,3428
list-dl-none,4,8,1,96,227350,2368
list-dl-none,2,16,1,96,250452,2608
list-dl-none,4,16,1,192,408271,2126
list-dl-none,12,16,1,576,1007948,1749
list-dl-none,2,32,1,192,522420,2720
list-dl-none,8,32,1,768,1941923,2528
list-dl-none,12,32,1,1152,2819354,2447
list-i-m,12,32,1,1152,2265679,1966
list-d-m,12,32,1,1152,2169900,1883
list-il-m,12,32,1,1152,18361870,15939
list-dl-m,12,32,1,1152,16144616,14014
list-i-s,12,32,1,1152,4114746,3571
list-d-s,12,32,1,1152,4283143,3718
list-il-s,12,32,1,1152,26307791,22836
list-dl-s,12,32,1,1152,20117879,17463
list-none-none,1,1000,1,3000,3699117,1233
list-none-m,1,1000,1,3000,3819470,1273
list-none-m,2,1000,1,6000,22653545,3775
list-none-m,4,1000,1,12000,90601257,7550
list-none-m,8,1000,1,24000,420046699,17501
list-none-m,12,1000,1,36000,1168336969,32453
list-none-m,16,1000,1,48000,2196433007,45759
list-none-m,24,1000,1,72000,5211921227,72387
list-none-s,1,1000,1,3000,3838883,1279
list-none-s,2,1000,1,6000,28479058,4746
list-none-s,4,1000,1,12000,257423500,21451
list-none-s,8,1000,1,24000,2060124534,85838
list-none-s,12,1000,1,36000,2757906590,76608
list-none-s,16,1000,1,48000,8855833305,184496
list-none-s,24,1000,1,72000,30679308055,426101
list-none-none,1,10,1,30,149631,4987
list-none-none,1,100,1,300,194820,649
list-none-none,1,1000,1,3000,3529135,1176
list-none-none,1,10000,1,30000,615310834,20510
list-none-none,1,20000,1,60000,3362914923,56048
list-none-none,2,10,1,60,132201,2203
list-none-none,2,100,1,600,525477,875
list-none-none,2,1000,1,6000,34355947,5725
list-none-none,8,1000,1,24000,73360457,3056
list-i-none,2,2,1,12,91645,7637
list-i-none,4,4,1,48,136207,2837
list-d-none,2,2,1,12,165339,13778
list-d-none,4,2,1,24,156111,6504
list-d-none,8,2,1,48,282261,5880
list-d-none,12,2,1,72,399407,5547
list-d-none,2,4,1,24,145572,6065
list-d-none,4,4,1,48,125103,2606
list-d-none,8,4,1,96,293451,3056
list-d-none,2,16,1,96,135065,1406
list-il-none,2,2,1,12,151760,12646
list-il-none,12,2,1,72,410993,5708
list-il-none,2,4,1,24,117720,4905
list-il-none,4,4,1,48,124940,2602
list-il-none,2,8,1,48,134335,2798
list-il-none,4,8,1,96,198388,2066
list-il-none,2,16,1,96,302151,3147
list-il-none,8,16,1,384,694977,1809
list-il-none,2,32,1,192,690785,3597
list-dl-none,2,2,1,12,145716,12143
list-dl-none,4,2,1,24,176816,7367
list-dl-none,8,2,1,48,318963,6645
list-dl-none,12,2,1,72,438821,6094
list-dl-none,4,4,1,48,188954,3936
list-dl-none,8,4,1,96,273003,2843
list-dl-none,12,4,1,144,425585,2955
list-dl-none,2,8,1,48,188877,3934
list-dl-none,2,16,1,96,297837,3102
list-dl-none,4,16,1,192,424875,2212
list-dl-none,2,32,1,192,538928,2806
list-dl-none,4,32,1,384,1005329,2618
list-i-m,12,32,1,1152,2303454,1999
list-d-m,12,32,1,1152,2250881,1953
list-il-m,12,32,1,1152,17066705,14814
list-dl-m,12,32,1,1152,17783496,15437
list-i-s,12,32,1,1152,3069669,2664
list-d-s,12,32,1,1152,3527671,3062
